,profit,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,ROI_pct,release_dt
5501,-62759449,163000000,Universal Pictures,USA,Jon Favreau,Action,100240551,Cowboys & Aliens,PG-13,7/29/2011,119,6.0,Daniel Craig,182868,Roberto Orci,2011,-38.50272944785276,2011-07-29
5502,-8928198,250000000,Walt Disney Pictures,USA,Rob Marshall,Action,241071802,Pirates of the Caribbean: On Stranger Tides,PG-13,5/20/2011,100,6.6,Johnny Depp,408968,Ted Elliott,2011,-3.5712791999999993,2011-05-20
5503,20060689,15000000,FilmDistrict,USA,Nicolas Winding Refn,Crime,35060689,Drive,R,9/16/2011,100,7.8,Ryan Gosling,472901,Hossein Amini,2011,133.73792666666668,2011-09-16
5504,144708112,25000000,DreamWorks,USA,Tate Taylor,Drama,169708112,The Help,PG-13,8/10/2011,146,8.1,Emma Stone,351321,Tate Taylor,2011,578.832448,2011-08-10
5505,34351197,50000000,Carousel Productions (II),USA,Glenn Ficarra,Comedy,84351197,"Crazy, Stupid, Love.",PG-13,7/29/2011,100,7.4,Steve Carell,404694,Dan Fogelman,2011,68.702394,2011-07-29
5506,12515793,90000000,Columbia Pictures,USA,David Fincher,Crime,102515793,The Girl with the Dragon Tattoo,R,12/21/2011,158,7.8,Daniel Craig,356094,Steven Zaillian,2011,13.906436666666666,2011-12-21
5508,136606725,32500000,Universal Pictures,USA,Paul Feig,Comedy,169106725,Bridesmaids,R,5/13/2011,125,6.8,Kristen Wiig,232190,Kristen Wiig,2011,420.32838461538466,2011-05-13
5509,-45607498,82000000,Warner Bros.,USA,Zack Snyder,Action,36392502,Sucker Punch,PG-13,3/25/2011,110,6.1,Emily Browning,207858,Zack Snyder,2011,-55.618900000000004,2011-03-25
5510,31030624,150000000,Paramount Pictures,USA,Kenneth Branagh,Action,181030624,Thor,PG-13,5/6/2011,115,7.0,Chris Hemsworth,585830,Ashley Miller,2011,20.687082666666655,2011-05-06
5512,36654505,140000000,Paramount Pictures,USA,Joe Johnston,Action,176654505,Captain America: The First Avenger,PG-13,7/22/2011,124,6.9,Chris Evans,563504,Christopher Markus,2011,26.181789285714284,2011-07-22
5513,-11342885,25000000,Lionsgate,USA,Gavin O'Connor,Drama,13657115,Warrior,PG-13,9/9/2011,140,8.2,Tom Hardy,365224,Gavin O'Connor,2011,-45.371539999999996,2011-09-09
5514,-13591695,160000000,Twentieth Century Fox Film Corporation,USA,Matthew Vaughn,Action,146408305,X-Men: First Class,PG-13,6/3/2011,132,7.8,James McAvoy,561501,Ashley Miller,2011,-8.494809375,2011-06-03
5515,-83398828,200000000,Warner Bros.,USA,Martin Campbell,Action,116601172,Green Lantern,PG-13,6/17/2011,114,5.6,Ryan Reynolds,235591,Greg Berlanti,2011,-41.699414000000004,2011-06-17
5516,52249455,27000000,Relativity Media,USA,Neil Burger,Mystery,79249455,Limitless,PG-13,3/18/2011,105,7.4,Bradley Cooper,454361,Leslie Dixon,2011,193.5165,2011-03-18
5517,8504017,75000000,Relativity Media,USA,Tarsem Singh,Action,83504017,Immortals,R,11/11/2011,110,6.0,Henry Cavill,144952,Charley Parlapanides,2011,11.33868933333333,2011-11-11
5518,77004179,50000000,Paramount Pictures,USA,J.J. Abrams,Mystery,127004179,Super 8,PG-13,6/10/2011,112,7.0,Elle Fanning,303656,J.J. Abrams,2011,154.00835800000002,2011-06-10
5519,83760185,93000000,Twentieth Century Fox Film Corporation,USA,Rupert Wyatt,Action,176760185,Rise of the Planet of the Apes,PG-13,8/5/2011,105,7.6,James Franco,439105,Rick Jaffa,2011,90.06471505376344,2011-08-05
5520,-30863374,60000000,Screen Gems,USA,Scott Stewart,Action,29136626,Priest,PG-13,5/13/2011,87,5.7,Paul Bettany,102144,Cory Goodman,2011,-51.43895666666667,2011-05-13
5521,157390543,195000000,Paramount Pictures,USA,Michael Bay,Action,352390543,Transformers: Dark of the Moon,PG-13,6/29/2011,154,6.3,Shia LaBeouf,345669,Ehren Kruger,2011,80.71309897435897,2011-06-29
5522,-2479905,40000000,Regency Enterprises,USA,Andrew Niccol,Action,37520095,In Time,PG-13,10/28/2011,109,6.7,Justin Timberlake,324606,Andrew Niccol,2011,-6.199762499999995,2011-10-28
5523,25624550,50000000,Twentieth Century Fox Film Corporation,USA,Cameron Crowe,Comedy,75624550,We Bought a Zoo,PG,12/23/2011,124,7.1,Matt Damon,118916,Aline Brosh McKenna,2011,51.249100000000006,2011-12-23
5524,39816662,17000000,Mediapro,Spain,Woody Allen,Comedy,56816662,Midnight in Paris,PG-13,6/10/2011,100,7.7,Owen Wilson,327869,Woody Allen,2011,234.2156588235294,2011-06-10
5525,22712227,32000000,Summit Entertainment,USA,Duncan Jones,Mystery,54712227,Source Code,PG-13,4/1/2011,93,7.5,Jake Gyllenhaal,414859,Ben Ripley,2011,70.975709375,2011-04-01
5526,64397903,145000000,Paramount Pictures,USA,Brad Bird,Action,209397903,Mission: Impossible - Ghost Protocol,PG-13,12/21/2011,132,7.4,Tom Cruise,388730,Bruce Geller,2011,44.41234689655171,2011-12-21
5527,23028109,80000000,Columbia Pictures,USA,Dennis Dugan,Comedy,103028109,Just Go with It,PG-13,2/11/2011,117,6.4,Adam Sandler,185840,Allan Loeb,2011,28.785136250000008,2011-02-11
5528,18009200,40000000,Lionsgate,USA,Brad Furman,Crime,58009200,The Lincoln Lawyer,R,3/18/2011,118,7.3,Matthew McConaughey,184728,John Romano,2011,45.02299999999999,2011-03-18
5529,82538559,35000000,New Line Cinema,USA,Seth Gordon,Comedy,117538559,Horrible Bosses,R,7/8/2011,106,6.9,Jason Bateman,375032,Michael Markowitz,2011,235.82445428571427,2011-07-08
5530,-4899563,60000000,DreamWorks,USA,D.J. Caruso,Action,55100437,I Am Number Four,PG-13,2/18/2011,109,6.1,Alex Pettyfer,205616,Alfred Gough,2011,-8.165938333333333,2011-02-18
5531,-2499696,6500000,See-Saw Films,UK,Steve McQueen,Drama,4000304,Shame,NC-17,3/16/2012,101,7.2,Michael Fassbender,158515,Steve McQueen,2011,-38.45686153846154,2012-03-16
5532,-1819072,40000000,Dimension Films,USA,Wes Craven,Horror,38180928,Scream 4,R,4/15/2011,111,6.2,Neve Campbell,110371,Kevin Williamson,2011,-4.547679999999998,2011-04-15
5533,20802754,35000000,Screen Gems,USA,Will Gluck,Comedy,55802754,Friends with Benefits,R,7/22/2011,109,6.6,Mila Kunis,292555,Keith Merryman,2011,59.43643999999999,2011-07-22
5534,80292856,20000000,Columbia Pictures,USA,Jake Kasdan,Comedy,100292856,Bad Teacher,R,6/24/2011,92,5.7,Cameron Diaz,169725,Gene Stupnitsky,2011,401.46428,2011-06-24
5535,-76135493,150000000,Paramount Pictures,USA,Martin Scorsese,Adventure,73864507,Hugo,PG,11/23/2011,126,7.5,Asa Butterfield,264187,John Logan,2011,-50.756995333333336,2011-11-23
5536,17474268,1000000,Snoot Entertainment,USA,Adam Wingard,Horror,18474268,You're Next,R,8/23/2013,95,6.5,Sharni Vinson,70259,Simon Barrett,2011,1747.4268,2013-08-23
5537,25605492,50000000,Columbia Pictures,USA,Bennett Miller,Biography,75605492,Moneyball,PG-13,9/23/2011,133,7.6,Brad Pitt,302465,Steven Zaillian,2011,51.210983999999996,2011-09-23
5538,-1156229,15000000,Focus Features,USA,Lone Scherfig,Drama,13843771,One Day,PG-13,8/19/2011,107,7.0,Anne Hathaway,116446,David Nicholls,2011,-7.708193333333336,2011-08-19
5540,45662220,25000000,Paramount Pictures,USA,Ivan Reitman,Comedy,70662220,No Strings Attached,R,1/21/2011,108,6.2,Natalie Portman,181844,Elizabeth Meriwether,2011,182.64888,2011-01-21
5541,171287133,110000000,Summit Entertainment,USA,Bill Condon,Adventure,281287133,The Twilight Saga: Breaking Dawn - Part 1,PG-13,11/18/2011,117,4.9,Kristen Stewart,193280,Melissa Rosenberg,2011,155.71557545454544,2011-11-18
5542,-5261308,7000000,BBC Films,UK,Lynne Ramsay,Drama,1738692,We Need to Talk About Kevin,R,1/13/2012,112,7.5,Tilda Swinton,108592,Lynne Ramsay,2011,-75.16154285714286,2012-01-13
5543,61848418,125000000,Warner Bros.,USA,Guy Ritchie,Action,186848418,Sherlock Holmes: A Game of Shadows,PG-13,12/16/2011,129,7.5,Robert Downey Jr.,365008,Michele Mulroney,2011,49.47873439999999,2011-12-16
5544,-4370130,7400000,Zentropa Entertainments,Denmark,Lars von Trier,Drama,3029870,Melancol�a,R,7/27/2012,135,7.1,Kirsten Dunst,140218,Lars von Trier,2011,-59.05581081081082,2012-07-27
5545,84837675,125000000,Universal Pictures,USA,Justin Lin,Action,209837675,Fast Five,PG-13,4/29/2011,130,7.3,Vin Diesel,307369,Chris Morgan,2011,67.87014,2011-04-29
5546,10259119,30000000,Focus Features,USA,Joe Wright,Action,40259119,Hanna,PG-13,4/8/2011,111,6.8,Saoirse Ronan,166517,Seth Lochhead,2011,34.19706333333335,2011-04-08
5547,12295645,50200000,Universal Pictures,USA,George Nolfi,Romance,62495645,The Adjustment Bureau,PG-13,3/4/2011,106,7.1,Matt Damon,211918,George Nolfi,2011,24.493316733067736,2011-03-04
5548,-9814188,13000000,Blue Haze Entertainment,Spain,Pedro Almod�var,Drama,3185812,La piel que habito,R,12/2/2011,120,7.6,Antonio Banderas,112125,Thierry Jonquet,2011,-75.49375384615385,2011-12-02
5549,26580136,25000000,Open Road Films (II),USA,Joe Carnahan,Action,51580136,The Grey,R,1/27/2012,117,6.8,Liam Neeson,214403,Joe Carnahan,2011,106.320544,2012-01-27
5550,-24531492,110000000,DreamWorks,USA,Shawn Levy,Action,85468508,Real Steel,PG-13,10/7/2011,127,7.1,Hugh Jackman,268336,John Gatins,2011,-22.30135636363636,2011-10-07
5551,-11522393,135000000,Paramount Pictures,USA,Gore Verbinski,Animation,123477607,Rango,PG,3/4/2011,107,7.2,Johnny Depp,198267,John Logan,2011,-8.535105925925922,2011-03-04
5552,-5995894,6000000,Code Red,USA,Lance Daly,Drama,4106,The Good Doctor,PG-13,8/31/2012,91,5.6,Orlando Bloom,5532,John Enbom,2011,-99.93156666666667,2012-08-31
5553,-21071330,38000000,Morgan Creek Productions,USA,Matthijs van Heijningen Jr.,Horror,16928670,The Thing,R,10/14/2011,103,6.2,Mary Elizabeth Winstead,102345,Eric Heisserer,2011,-55.450868421052625,2011-10-14
5554,-68704979,90000000,Millennium Films,USA,Marcus Nispel,Action,21295021,Conan the Barbarian,R,8/19/2011,113,5.2,Jason Momoa,85864,Thomas Dean Donnelly,2011,-76.33886555555556,2011-08-19
5555,-18696681,32000000,Cottonwood Pictures,USA,Terrence Malick,Drama,13303319,The Tree of Life,PG-13,10/21/2011,139,6.8,Brad Pitt,146243,Terrence Malick,2011,-58.427128124999996,2011-10-21
5556,62584160,20000000,Fox Searchlight Pictures,USA,Alexander Payne,Comedy,82584160,The Descendants,R,12/9/2011,115,7.3,George Clooney,213733,Alexander Payne,2011,312.92080000000004,2011-12-09
5557,-2587055,40000000,Universal Pictures,USA,Greg Mottola,Adventure,37412945,Paul,R,3/18/2011,104,7.0,Simon Pegg,205426,Simon Pegg,2011,-6.4676375,2011-03-18
5558,-14918525,52000000,Universal Pictures,USA,David Dobkin,Comedy,37081475,The Change-Up,R,8/5/2011,112,6.3,Jason Bateman,144130,Jon Lucas,2011,-28.689471153846156,2011-08-05
5559,15658097,60000000,Warner Bros.,USA,Steven Soderbergh,Drama,75658097,Contagion,PG-13,9/9/2011,106,6.6,Matt Damon,189798,Scott Z. Burns,2011,26.096828333333335,2011-09-09
5560,6598492,500000,Asghar Farhadi Productions,Iran,Asghar Farhadi,Drama,7098492,A Separation,PG-13,4/20/2012,123,8.4,Payman Maadi,170427,Asghar Farhadi,2011,1319.6984,2012-04-20
5561,27802742,24000000,Paramount Pictures,USA,Craig Brewer,Comedy,51802742,Footloose,PG-13,10/14/2011,113,5.9,Kenny Wormald,40132,Dean Pitchford,2011,115.84475833333335,2011-10-14
5562,-6912845,35000000,Lionsgate,USA,John Singleton,Action,28087155,Abduction,PG-13,9/23/2011,106,5.1,Taylor Lautner,68380,Shawn Christensen,2011,-19.75098571428572,2011-09-23
5563,-9012238,11000000,Voltage Pictures,USA,William Friedkin,Crime,1987762,Killer Joe,R,6/29/2012,102,6.7,Matthew McConaughey,63334,Tracy Letts,2011,-81.92943636363637,2012-06-29
5564,25853424,18000000,Enticing Entertainment,USA,Sean McNamara,Biography,43853424,Soul Surfer,PG,4/8/2011,112,7.1,AnnaSophia Robb,38348,Sean McNamara,2011,143.63013333333333,2011-04-08
5565,-54622087,75000000,Summit Entertainment,Germany,Paul W.S. Anderson,Action,20377913,The Three Musketeers,PG-13,10/21/2011,110,5.8,Logan Lerman,93671,Alex Litvak,2011,-72.82944933333333,2011-10-21
5566,27014192,8000000,Summit Entertainment,USA,Jonathan Levine,Comedy,35014192,50/50,R,9/30/2011,100,7.7,Joseph Gordon-Levitt,285675,Will Reiser,2011,337.67740000000003,2011-09-30
5567,9060734,36000000,New Line Cinema,USA,Bobby Farrelly,Comedy,45060734,Hall Pass,R,2/25/2011,105,5.9,Owen Wilson,108256,Pete Jones,2011,25.168705555555547,2011-02-25
5569,174464305,80000000,Warner Bros.,USA,Todd Phillips,Comedy,254464305,The Hangover Part II,R,5/26/2011,102,6.5,Bradley Cooper,402097,Craig Mazin,2011,218.08038125000002,2011-05-26
5570,-8547604,200000000,Walt Disney Pictures,USA,John Lasseter,Animation,191452396,Cars 2,G,6/24/2011,106,6.2,Owen Wilson,116477,John Lasseter,2011,-4.273802000000004,2011-06-24
5571,3005123,1100000,Pt. Merantau Films,Indonesia,Gareth Evans,Action,4105123,The Raid: Redemption,R,4/13/2012,101,7.6,Iko Uwais,160867,Gareth Evans,2011,273.19300000000004,2012-04-13
5573,-57408169,135000000,Columbia Pictures,USA,Steven Spielberg,Animation,77591831,The Adventures of Tintin,PG,12/21/2011,107,7.4,Jamie Bell,188070,Herg�,2011,-42.524569629629625,2011-12-21
5574,-3334146,40000000,EuropaCorp,France,Olivier Megaton,Action,36665854,Colombiana,PG-13,8/26/2011,108,6.4,Zoe Saldana,81197,Luc Besson,2011,-8.335364999999994,2011-08-26
5575,-28303555,49900000,Universal Pictures,USA,David Gordon Green,Adventure,21596445,Your Highness,R,4/8/2011,102,5.6,Danny McBride,89047,Danny McBride,2011,-56.72055110220441,2011-04-08
5576,13884879,66000000,DreamWorks,USA,Steven Spielberg,Drama,79884879,War Horse,PG-13,12/25/2011,146,7.2,Jeremy Irvine,125204,Lee Hall,2011,21.037695454545457,2011-12-25
5578,-36694030,45000000,Universal Pictures,USA,Oliver Parker,Action,8305970,Johnny English Reborn,PG,10/21/2011,101,6.3,Rowan Atkinson,95736,Hamish McColl,2011,-81.54228888888889,2011-10-21
5579,-10878502,40000000,CBS Films,USA,Simon West,Action,29121498,The Mechanic,R,1/28/2011,93,6.6,Jason Statham,131571,Richard Wenk,2011,-27.196255,2011-01-28
5580,28462534,12500000,Columbia Pictures,USA,George Clooney,Drama,40962534,The Ides of March,R,10/7/2011,101,7.1,Paul Giamatti,198569,George Clooney,2011,227.700272,2011-10-07
5581,29671682,15000000,Studio 37,France,Michel Hazanavicius,Comedy,44671682,The Artist,PG-13,1/20/2012,100,7.9,Jean Dujardin,202820,Michel Hazanavicius,2011,197.8112133333333,2012-01-20
5582,2306030,35000000,Imagine Entertainment,USA,Clint Eastwood,Biography,37306030,J. Edgar,R,11/11/2011,137,6.6,Leonardo DiCaprio,108929,Dustin Lance Black,2011,6.588657142857146,2011-11-11
5583,13552429,70000000,Columbia Pictures,USA,Jonathan Liebesman,Action,83552429,Battle Los Angeles,PG-13,3/11/2011,116,5.8,Aaron Eckhart,160672,Christopher Bertolini,2011,19.360612857142854,2011-03-11
5585,1854039,3500000,Before The Door Pictures,USA,J.C. Chandor,Drama,5354039,Margin Call,R,9/21/2012,107,7.1,Zachary Quinto,99567,J.C. Chandor,2011,52.972542857142855,2012-09-21
5586,-11701351,30000000,DreamWorks,USA,Craig Gillespie,Comedy,18298649,Fright Night,R,8/19/2011,106,6.4,Anton Yelchin,89412,Marti Noxon,2011,-39.00450333333333,2011-08-19
5587,53619809,90000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,143619809,Rio,G,4/15/2011,96,6.9,Jesse Eisenberg,177152,Carlos Saldanha,2011,59.57756555555556,2011-04-15
5589,32614158,110000000,Columbia Pictures,USA,Raja Gosnell,Animation,142614158,The Smurfs,PG,7/29/2011,100,5.5,Hank Azaria,71925,J. David Stem,2011,29.64923454545454,2011-07-29
5590,3163908,250000,Paramount Vantage,USA,Drake Doremus,Drama,3413908,Like Crazy,PG-13,1/27/2012,86,6.7,Felicity Jones,51491,Drake Doremus,2011,1265.5632,2012-01-27
5591,-11975825,13000000,StudioCanal,UK,Joe Cornish,Action,1024175,Attack the Block,R,5/13/2011,88,6.6,John Boyega,87579,Joe Cornish,2011,-92.12173076923077,2011-05-13
5592,-3270031,5000000,Hydraulx,USA,Jeff Nichols,Drama,1729969,Take Shelter,R,11/10/2011,121,7.4,Michael Shannon,76102,Jeff Nichols,2011,-65.40062,2011-11-10
5593,33686397,30000000,Dark Castle Entertainment,UK,Jaume Collet-Serra,Action,63686397,Unknown,PG-13,2/18/2011,113,6.9,Liam Neeson,221649,Oliver Butcher,2011,112.28799000000001,2011-02-18
5594,10865571,17000000,CBS Films,USA,Daniel Barnz,Drama,27865571,Beastly,PG-13,3/4/2011,86,5.6,Alex Pettyfer,68242,Daniel Barnz,2011,63.91512352941176,2011-03-04
5595,2587643,40000000,New Line Cinema,USA,Steven Quale,Horror,42587643,Final Destination 5,R,8/12/2011,92,5.9,Nicholas D'Agosto,89887,Eric Heisserer,2011,6.469107500000004,2011-08-12
5597,15249063,150000000,DreamWorks Animation,USA,Jennifer Yuh Nelson,Animation,165249063,Kung Fu Panda 2,PG,5/26/2011,90,7.3,Jack Black,203107,Jonathan Aibel,2011,10.166041999999997,2011-05-26
5598,-2895318,4000000,"Harvey Boys, The",USA,Kevin Smith,Action,1104682,Red State,R,9/30/2011,88,6.2,Michael Parks,56365,Kevin Smith,2011,-72.38295000000001,2011-09-30
5599,1216074,100000,Artists Public Domain,USA,Mike Cahill,Drama,1316074,Another Earth,PG-13,10/12/2011,92,7.0,Brit Marling,78957,Mike Cahill,2011,1216.074,2011-10-12
5600,-5225998,57000000,Columbia Pictures,USA,Mark Neveldine,Action,51774002,Ghost Rider: Spirit of Vengeance,PG-13,2/17/2012,96,4.3,Nicolas Cage,94617,Scott M. Gimple,2011,-9.168417543859652,2012-02-17
5601,-4337838,42000000,Warner Bros.,USA,Catherine Hardwicke,Fantasy,37662162,Red Riding Hood,PG-13,3/11/2011,100,5.4,Amanda Seyfried,96451,David Leslie Johnson,2011,-10.32818571428571,2011-03-11
5602,21300107,16000000,Screen Gems,USA,Christian E. Christiansen,Drama,37300107,The Roommate,PG-13,2/4/2011,100,4.9,Minka Kelly,30941,Sonny Mallhi,2011,133.12566875,2011-02-04
5603,20709717,38000000,Fox 2000 Pictures,USA,Francis Lawrence,Drama,58709717,Water for Elephants,PG-13,4/22/2011,100,6.9,Robert Pattinson,100146,Richard LaGravenese,2011,54.499255263157885,2011-04-22
5605,-4057604,23000000,Relativity Media,Ireland,Steven Soderbergh,Action,18942396,Agentes Secretos,R,1/20/2012,93,5.8,Gina Carano,75489,Lem Dobbs,2011,-17.641756521739126,2012-01-20
5606,-5991807,20000000,Regency Enterprises,USA,Mark Mylod,Comedy,14008193,What's Your Number?,R,9/30/2011,106,6.1,Anna Faris,63448,Gabrielle Allan,2011,-29.959035,2011-09-30
5608,-14675559,25000000,Screen Gems,USA,Rod Lurie,Action,10324441,Straw Dogs,R,9/16/2011,110,5.8,James Marsden,28710,Rod Lurie,2011,-58.702236,2011-09-16
5609,-16076109,23000000,Rogue Pictures,USA,Michael Dowse,Comedy,6923891,Take Me Home Tonight,R,3/4/2011,100,6.3,Topher Grace,46068,Jackie Filgo,2011,-69.89612608695653,2011-03-04
5610,3046570,75000000,Universal Pictures,USA,Brett Ratner,Action,78046570,Tower Heist,PG-13,11/4/2011,104,6.2,Eddie Murphy,116459,Adam Cooper,2011,4.062093333333339,2011-11-04
5611,-39293214,50000000,Summit Entertainment,USA,Patrick Lussier,Action,10706786,Drive Angry,R,2/25/2011,104,5.4,Nicolas Cage,85499,Todd Farmer,2011,-78.586428,2011-02-25
5612,36412041,10000000,Blueprint Pictures,UK,John Madden,Comedy,46412041,The Best Exotic Marigold Hotel,PG-13,5/25/2012,124,7.3,Judi Dench,80051,Ol Parker,2011,364.12041000000005,2012-05-25
5614,-33716560,55000000,Cliffjack Motion Pictures,USA,Jim Sheridan,Drama,21283440,Dream House,PG-13,9/30/2011,84,6.0,Daniel Craig,54803,David Loucka,2011,-61.30283636363636,2011-09-30
5615,-1455362,56000000,New Line Cinema,USA,Garry Marshall,Comedy,54544638,New Year's Eve,PG-13,12/9/2011,113,5.7,Sarah Jessica Parker,70914,Katherine Fugate,2011,-2.598860714285711,2011-12-09
5616,5608245,30000000,Universal Pictures,USA,Tom Hanks,Comedy,35608245,Larry Crowne,PG-13,7/1/2011,98,6.1,Tom Hanks,53606,Tom Hanks,2011,18.694150000000008,2011-07-01
5617,-44875014,70000000,Omnilab Media,UK,Gary McKendry,Action,25124986,Killer Elite,R,9/23/2011,116,6.5,Jason Statham,111398,Matt Sherring,2011,-64.10716285714287,2011-09-23
5618,-3952367,37000000,New Line Cinema,USA,Mikael H�fstr�m,Drama,33047633,The Rite,PG-13,1/28/2011,114,6.0,Colin O'Donoghue,80181,Michael Petroni,2011,-10.682072972972978,2011-01-28
5619,11538188,27000000,Dimension Films,USA,Robert Rodriguez,Action,38538188,Spy Kids 4: All the Time in the World,PG,8/19/2011,100,3.6,Jessica Alba,17340,Robert Rodriguez,2011,42.734029629629624,2011-08-19
5621,3186769,20000000,Fox 2000 Pictures,Hungary,Thomas Bezucha,Adventure,23186769,Princesa por accidente,PG,7/1/2011,100,5.8,Selena Gomez,35684,Thomas Bezucha,2011,15.933844999999991,2011-07-01
5623,-640226,6000000,Reprisal Films,Ireland,John Michael McDonagh,Comedy,5359774,The Guard,R,7/7/2011,100,7.3,Brendan Gleeson,69465,John Michael McDonagh,2011,-10.670433333333328,2011-07-07
5624,-8152119,40000000,Warner Bros.,USA,Stephen Daldry,Adventure,31847881,Extremely Loud & Incredibly Close,PG-13,1/20/2012,129,6.9,Thomas Horn,87522,Eric Roth,2011,-20.3802975,2012-01-20
5626,4046489,35000000,Alcon Entertainment,USA,Luke Greenfield,Comedy,39046489,Something Borrowed,PG-13,5/6/2011,100,5.9,Ginnifer Goodwin,51026,Jennie Snyder Urman,2011,11.561397142857132,2011-05-06
5628,-31899958,45000000,GK Films,USA,Bruce Robinson,Comedy,13100042,The Rum Diary,R,10/28/2011,120,6.2,Johnny Depp,90562,Bruce Robinson,2011,-70.88879555555556,2011-10-28
5629,17017992,13000000,Path�,UK,Phyllida Lloyd,Biography,30017992,The Iron Lady,PG-13,1/13/2012,105,6.4,Meryl Streep,88841,Abi Morgan,2011,130.90763076923076,2012-01-13
5630,-22452953,25000000,SBS Productions,France,Roman Polanski,Comedy,2547047,�Sabes qui�n viene?,R,4/20/2012,80,7.2,Jodie Foster,103437,Yasmina Reza,2011,-89.811812,2012-04-20
5631,-672499,750000,Dark Sky Films,USA,Ti West,Horror,77501,The Innkeepers,R,4/20/2012,101,5.5,Sara Paxton,29002,Ti West,2011,-89.66653333333333,2012-04-20
5632,-21524710,70000000,Universal Pictures,USA,Ron Howard,Comedy,48475290,The Dilemma,PG-13,1/14/2011,111,5.3,Vince Vaughn,45768,Allan Loeb,2011,-30.74958571428571,2011-01-14
5633,9053924,28000000,Columbia Pictures,Germany,Ruben Fleischer,Action,37053924,30 minutos o menos,R,8/12/2011,83,6.1,Jesse Eisenberg,82495,Michael Diliberti,2011,32.33544285714285,2011-08-12
5634,-21219958,120000000,Columbia Pictures,USA,Michel Gondry,Action,98780042,The Green Hornet,PG-13,1/14/2011,100,5.8,Seth Rogen,142094,Seth Rogen,2011,-17.68329833333333,2011-01-14
5635,-34983184,35000000,Millennium Films,USA,Joel Schumacher,Crime,16816,Trespass,R,5/18/2012,91,5.3,Nicolas Cage,36771,Karl Gajdusek,2011,-99.95195428571428,2012-05-18
5636,43631237,45000000,Walt Disney Pictures,USA,James Bobin,Adventure,88631237,The Muppets,PG,11/23/2011,100,7.1,Amy Adams,78440,Jason Segel,2011,96.95830444444444,2011-11-23
5637,-8573195,30000000,Summit Entertainment,USA,Chris Gorak,Action,21426805,The Darkest Hour,PG-13,12/25/2011,89,4.9,Emile Hirsch,51758,Jon Spaihts,2011,-28.577316666666665,2011-12-25
5638,-15172772,40000000,Atlas Entertainment,USA,Dominic Sena,Action,24827228,Season of the Witch,PG-13,1/7/2011,95,5.4,Nicolas Cage,80353,Bragi F. Schut,2011,-37.93193,2011-01-07
5639,63967670,36000000,Touchstone Pictures,UK,Kelly Asbury,Animation,99967670,Gnomeo & Juliet,G,2/11/2011,84,6.0,James McAvoy,45274,Rob Sprackling,2011,177.68797222222221,2011-02-11
5640,-10812289,12000000,Anchor Bay Films,USA,Jonathan Hensleigh,Biography,1187711,Kill the Irishman,R,5/11/2012,106,7.1,Ray Stevenson,37684,Jonathan Hensleigh,2011,-90.10240833333334,2012-05-11
5642,-14416545,15000000,Semtex Films,UK,Madonna,Drama,583455,W.E.,R,7/6/2012,119,6.2,Abbie Cornish,10495,Madonna,2011,-96.11030000000001,2012-07-06
5643,4203192,5000000,Mandalay Vision,USA,Richard Linklater,Biography,9203192,Bernie,PG-13,6/22/2012,99,6.8,Jack Black,49922,Skip Hollandsworth,2011,84.06384,2012-06-22
5644,-5509959,25000000,Focus Features,UK,Kevin Macdonald,Action,19490041,The Eagle,PG-13,2/11/2011,114,6.2,Channing Tatum,57242,Jeremy Brock,2011,-22.039836,2011-02-11
5645,-29461310,30000000,Relativity Media,USA,Marc Forster,Action,538690,Machine Gun Preacher,R,2/3/2012,129,6.8,Gerard Butler,56603,Jason Keller,2011,-98.20436666666666,2012-02-03
5646,10555230,2000000,Elle Driver,France,Chris Kentis,Drama,12555230,Silent House,R,3/9/2012,86,5.3,Elizabeth Olsen,19546,Gustavo Hern�ndez,2011,527.7615,2012-03-09
5647,-4841843,79000000,Columbia Pictures,USA,Dennis Dugan,Comedy,74158157,Jack and Jill,PG,11/11/2011,91,3.4,Adam Sandler,65046,Steve Koren,2011,-6.128915189873418,2011-11-11
5648,-16958919,17000000,Endgame Entertainment,USA,Roger Donaldson,Action,41081,Seeking Justice,R,1/13/2012,105,6.2,Nicolas Cage,40833,Todd Hickey,2011,-99.75834705882353,2012-01-13
5650,19260504,130000000,DreamWorks Animation,USA,Chris Miller,Animation,149260504,Puss in Boots,PG,10/28/2011,90,6.7,Antonio Banderas,122582,Tom Wheeler,2011,14.81577230769231,2011-10-28
5651,4311571,12000000,Paramount Pictures,USA,Jason Reitman,Comedy,16311571,Young Adult,R,12/16/2011,94,6.3,Charlize Theron,68120,Diablo Cody,2011,35.92975833333334,2011-12-16
5655,45085305,63000000,Universal Pictures,USA,Tim Hill,Animation,108085305,Hop,PG,4/1/2011,100,5.5,Russell Brand,26043,Cinco Paul,2011,71.56397619047618,2011-04-01
5656,-6127478,25000000,Incentive Filmed Entertainment,USA,David R. Ellis,Horror,18872522,Shark Night 3D,PG-13,9/2/2011,90,4.0,Sara Paxton,21890,Will Hayes,2011,-24.509912,2011-09-02
5657,35286779,37000000,Alcon Entertainment,Canada,Charles Martin Smith,Drama,72286779,Dolphin Tale,PG,9/23/2011,113,6.9,Morgan Freeman,19114,Karen Janszen,2011,95.36967297297296,2011-09-23
