,duration,budget,gross,year,month,roi_outlier_ind
5426,111,25000000,6609661,1995,4,False
5427,104,25000000,4064495,1995,3,False
5428,92,25000000,15094530,1996,5,False
5429,115,25000000,14063331,1996,5,False
5430,84,25000000,22611954,1996,7,False
5431,124,25000000,7343114,1996,2,False
5432,98,25000000,17193231,1996,6,False
5433,132,25000000,5009305,1996,5,False
5434,101,25000000,14502483,1996,4,False
5435,133,25000000,11135803,1996,11,False
5436,105,25000000,10082005,1996,4,False
5437,94,25000000,2491989,1996,8,False
5438,105,25000000,26570463,1997,1,False
5439,84,25000000,10113400,1997,7,False
5440,93,25000000,9381260,1997,3,False
5441,114,25000000,1677131,1998,1,False
5442,111,25000000,55494066,1998,3,False
5443,97,25000000,48407611,1997,8,False
5444,99,25000000,11838218,1997,7,False
5445,98,25000000,44480039,1997,11,False
5446,117,25000000,777423,1998,9,False
5447,93,25000000,29342592,1997,1,False
5448,93,25000000,36400360,1997,2,False
5449,100,25000000,10115013,1999,5,False
5450,136,25000000,21567853,1998,10,False
5451,103,25000000,14902041,1999,7,False
5452,103,25000000,7027290,1998,7,False
5453,108,25000000,34698753,1999,11,False
5455,92,25000000,4152230,1999,8,False
5456,110,25000000,24493601,1999,6,False
5457,89,25000000,50688658,1998,8,False
5458,87,25000000,15843608,2000,9,False
5459,107,25000000,84565230,1999,11,False
5460,108,25000000,24362772,2000,4,False
5461,87,25000000,11993021,1999,5,False
5462,110,25000000,1308242,2000,6,False
5463,115,25000000,91036760,2000,7,False
5464,81,25000000,117608,1999,9,False
5465,94,25000000,29934477,2000,12,False
5466,95,25000000,12320393,2001,6,False
5467,121,25000000,152699946,2000,2,False
5469,100,25000000,7775138,2002,3,False
5470,102,25000000,14815898,2002,10,False
5471,109,25000000,30381722,2004,12,False
5472,85,25000000,14277032,2002,2,False
5473,99,25000000,12302219,2002,1,False
5474,98,25000000,64437847,2001,11,False
5475,95,25000000,24665649,2002,3,False
5476,110,25000000,108846072,2002,3,False
5477,86,25000000,41604473,2002,5,False
5478,85,25000000,60694737,2002,4,False
5479,105,25000000,50732139,2003,8,False
5480,104,25000000,51843679,2002,5,False
5481,101,25000000,56489558,2003,6,False
5482,106,25000000,116650613,2004,2,False
5483,97,25000000,71255003,2004,6,False
5484,138,25000000,156595191,2003,10,False
5485,102,25000000,30120671,2004,9,False
5486,124,25000000,9617377,2012,10,False
5487,80,25000000,55250496,2003,6,False
5488,94,25000000,57678321,2004,4,False
5489,86,25000000,27685016,2004,9,False
5490,107,25000000,13411957,2005,7,False
5491,92,25000000,22605153,2004,8,False
5492,93,25000000,2764845,2004,11,False
5493,95,25000000,5879555,2005,9,False
5494,107,25000000,3487678,2005,4,False
5495,90,25000000,13183426,2005,8,False
5496,112,25000000,3088685,2005,7,False
5497,95,25000000,3650275,2005,1,False
5498,129,25000000,82466670,2005,2,False
5499,99,25000000,4165675,2005,11,False
5500,124,25000000,16162580,2006,1,False
5501,97,25000000,123276807,2005,4,False
5502,119,25000000,42013878,2005,8,False
5503,127,25000000,18297690,2005,1,False
5504,93,25000000,118890272,2006,3,False
5505,97,25000000,66980456,2014,9,False
5506,96,25000000,5549200,2006,4,False
5507,143,25000000,135330182,2006,10,False
5508,93,25000000,5798974,2008,12,False
5509,140,25000000,86274793,2007,5,False
5510,104,25000000,132963417,2007,11,False
5511,101,25000000,59768495,2007,9,False
5513,101,25000000,7674033,2007,4,False
5514,116,25000000,11772461,2006,10,False
5515,87,25000000,30893885,2008,9,False
5516,119,25000000,92991835,2007,10,False
5517,110,25000000,119974972,2006,6,False
5518,158,25000000,76181545,2007,2,False
5520,98,25000000,68474305,2007,3,False
5521,97,25000000,29397654,2010,7,False
5522,84,25000000,46651414,2007,1,False
5523,104,25000000,6759057,2008,4,False
5524,90,25000000,21949234,2006,1,False
5525,112,25000000,11212953,2008,3,False
5526,111,25000000,2131057,2008,10,False
5527,105,25000000,12751667,2017,12,False
5528,105,25000000,9204549,2017,9,False
5529,100,25000000,26800152,2017,7,False
5530,102,25000000,83080890,2017,3,False
5531,103,25000000,40481352,2007,5,False
5532,107,25000000,18024545,2008,8,False
5533,97,25000000,70439696,2008,12,False
5534,121,25000000,19844979,2008,9,False
5535,122,25000000,27426335,2008,2,False
5536,107,25000000,21500813,2010,10,False
5537,102,25000000,21159916,2008,4,False
5538,88,25000000,5796630,2007,1,False
5539,111,25000000,27639579,2009,5,False
5541,116,25000000,129190869,2010,3,False
5542,122,25000000,15625544,2010,6,False
5543,108,25000000,114984666,2010,5,False
5544,110,25000000,11168712,2011,9,False
5545,114,25000000,37989684,2011,9,False
5546,105,25000000,119772232,2012,7,False
5548,122,25000000,10606422,2009,9,False
5549,104,25000000,6828037,2009,1,False
5550,117,25000000,146149,2010,1,False
5551,104,25000000,30640,2012,6,False
5552,83,25000000,31439140,2009,11,False
5553,114,25000000,2336172,2008,12,False
5554,124,25000000,129706,2010,11,False
5555,106,25000000,4515258,2009,11,False
5557,103,25000000,8307227,2010,6,False
5558,120,25000000,16636604,2018,6,False
5559,121,25000000,5151023,2011,3,False
5560,94,25000000,69095771,2009,11,False
5561,80,25000000,7687222,2009,4,False
5562,129,25000000,18874808,2009,4,False
5563,99,25000000,38269529,2010,1,False
5564,85,25000000,8553835,2010,3,False
5565,140,25000000,23308615,2011,11,False
5566,96,25000000,5186427,2010,2,False
5567,121,25000000,74188937,2013,1,False
5568,101,25000000,99357138,2012,4,False
5569,81,25000000,34942188,2011,8,False
5570,100,25000000,128471,2013,7,False
5571,135,25000000,100297508,2010,7,False
5572,99,25000000,154468902,2014,5,False
5573,108,25000000,149228077,2011,3,False
5574,154,25000000,53319615,2010,4,False
5576,105,25000000,56012642,2012,8,False
5577,114,25000000,1167612,2012,4,False
5578,109,25000000,96262212,2012,7,False
5579,99,25000000,5148503,2014,4,False
5580,117,25000000,79781695,2011,12,False
5581,90,25000000,41363927,2011,9,False
5582,124,25000000,38483455,2014,5,False
5583,112,25000000,65663276,2015,4,False
5584,80,25000000,30722632,2011,9,False
5585,118,25000000,31158113,2012,1,False
5586,102,25000000,94073028,2016,4,False
5587,100,25000000,7289,2014,3,False
5588,113,25000000,25601244,2017,3,False
5589,127,25000000,3885342,2016,4,False
5590,105,25000000,5464885,2013,7,False
5591,111,25000000,39280992,2014,12,False
5592,98,25000000,3067531,2015,1,False
5593,135,25000000,434957,2014,3,False
5594,117,25000000,71009334,2013,1,False
5595,110,25000000,29824199,2014,4,False
5597,124,25000000,46712809,2018,1,False
5598,95,25000000,29674699,2016,11,False
5599,96,25000000,84918541,2017,5,False
5600,100,25000000,53396635,2013,12,False
5601,110,25000000,171511,2014,6,False
5602,85,25000000,106209378,2015,2,False
5603,96,25000000,72629670,2015,9,False
5604,100,25000000,24070765,2014,10,False
5605,109,25000000,67760877,2019,11,False
5606,99,25000000,4323948,2019,1,False
5607,108,25000000,104545505,2019,10,False
5608,110,25000000,906995,2015,4,False
5609,101,25000000,52395996,2015,11,False
5610,94,25000000,1670217,2016,7,False
5611,115,25000000,24121245,2016,1,False
5612,121,25000000,18598607,2017,10,False
5613,118,25000000,48782670,2016,6,False
5615,137,25000000,50401502,2019,1,False
5616,84,25000000,4932694,2018,4,False
5617,101,25000000,15889124,2017,12,False
5618,124,25000000,4957273,2019,3,False
5619,109,25000000,8808611,2019,3,False
5620,128,25000000,9559524,2017,5,False
5621,129,25000000,97051623,2017,12,False
5622,101,25000000,48333932,2017,10,False
5623,106,25000000,14454622,2019,7,False
5624,101,25000000,53918723,2018,3,False
5625,89,25000000,158970776,2018,10,False
5626,84,25000000,324444,2019,6,False
5628,103,25000000,121550750,2019,12,False
5629,129,25100000,29560587,2008,10,False
5630,132,25300000,18876930,2019,11,False
5631,127,25500000,2566435,2013,10,False
5632,95,25530000,20080020,1996,8,False
5633,116,26000000,160188546,1989,12,False
5634,115,26000000,61489265,1990,8,False
5636,115,26000000,12454768,1991,4,False
5638,99,26000000,12303080,1994,1,False
5639,103,26000000,19075720,1995,10,False
5641,108,26000000,34585416,1996,5,False
5642,121,26000000,98005666,1998,11,False
5643,94,26000000,38793283,2002,7,False
5644,73,26000000,11683047,1999,7,False
5645,107,26000000,71868327,2000,11,False
5646,111,26000000,165335153,2001,10,False
5647,90,26000000,90941129,2003,8,False
5648,94,26000000,90649730,2004,7,False
5649,100,26000000,28818995,2004,3,False
5650,101,26000000,102278712,2004,4,False
5651,109,26000000,61315215,2004,3,False
5652,144,26000000,18477736,2019,11,False
5653,120,26000000,15431177,2005,7,False
5654,93,26000000,48551322,2004,7,False
5655,137,26000000,14821658,2006,2,False
5657,108,26000000,17496992,2006,6,False
5658,85,26000000,96258201,2005,10,False
5659,80,26000000,13098996,2006,8,False
5660,105,26000000,43474578,2009,12,False
5661,102,26000000,8267379,2007,4,False
5662,109,26000000,28190603,2009,10,False
5663,100,26000000,67918658,2010,3,False
5665,100,26000000,24487,2015,6,False
5666,116,26000000,55404207,2012,11,False
5667,130,26000000,38885962,2014,1,False
5668,110,26000000,29699345,2012,3,False
5669,92,26000000,24079268,2016,12,False
5670,118,26000000,38609668,2014,10,False
5671,129,26000000,87305549,2013,7,False
5672,127,26000000,27972023,2015,8,False
5673,117,26000000,31807156,2015,9,False
5674,105,26000000,53120346,2013,7,False
5675,135,26000000,12062441,2014,3,False
5676,118,26000000,37938005,2015,5,False
5677,90,26000000,2338860,2014,5,False
5678,98,26000000,2510151,2016,11,False
5679,116,26000000,153009121,2019,9,False
5680,95,26000000,97092,2019,6,False
5681,94,26350000,1577272,2012,6,False
5682,118,26400000,64325947,2015,2,False
5683,120,27000000,25893810,1987,12,False
5684,143,27000000,7393346,1987,3,False
5685,101,27000000,38122105,1987,2,False
5686,97,27000000,72705146,1989,12,False
5688,132,27000000,14683921,1992,10,False
5689,111,27000000,43229904,1994,10,False
5690,80,27000000,13670688,1994,3,False
5691,99,27000000,101646581,1994,1,False
5692,102,27000000,16140822,1995,12,False
5694,114,27000000,25023434,1996,7,False
5695,100,27000000,27200316,1998,9,False
5696,115,27000000,60527873,1997,2,False
5697,122,27000000,10452012,1998,3,False
5698,124,27000000,14936407,1999,4,False
5699,81,27000000,16923761,2001,6,False
5700,93,27000000,12881605,2001,12,False
5701,95,27000000,3177628,2005,8,False
5702,125,27000000,23903791,2001,1,False
5703,116,27000000,73839240,2002,10,False
5704,106,27000000,21148829,2004,8,False
5705,99,27000000,11416075,2004,3,False
5706,120,27000000,1079822,2003,9,False
5707,108,27000000,11341016,2004,6,False
5708,86,27000000,15823762,2004,12,False
5709,104,27000000,115505027,2004,12,False
5710,106,27000000,9411042,2007,11,False
5711,110,27000000,56308881,2006,8,False
5712,135,27000000,1965713,2006,6,False
5713,111,27000000,101624843,2008,11,False
5714,119,27000000,44352417,2008,7,False
5715,138,27000000,5476404,2008,10,False
5716,105,27000000,161849455,2011,4,False
5717,89,27000000,85564310,2011,8,False
5718,100,27000000,1149267,2013,7,False
5719,98,27000000,93282604,2016,5,False
5720,105,27220000,5617460,2013,10,False
5721,122,27500000,27066382,2007,2,False
5722,107,27800000,52210049,1989,6,False
5724,132,28000000,141482154,1988,9,False
5725,113,28000000,102956984,1988,3,False
5727,125,28000000,29679,1991,10,False
5730,110,28000000,63270710,1993,5,False
5731,96,28000000,39514713,1993,1,False
5732,121,28000000,30156002,1994,8,False
5733,86,28000000,11373501,1994,3,False
5734,74,28000000,3983912,1995,4,False
5735,139,28000000,31596911,1995,5,False
5736,123,28000000,14051384,1998,5,False
5737,134,28000000,5684789,1997,3,False
5738,109,28000000,41230799,1997,5,False
5739,89,28000000,8345056,1997,7,False
5740,105,28000000,7936780,1997,5,False
5741,119,28000000,8891623,1999,2,False
5742,112,28000000,4555459,1999,7,False
5743,89,28000000,7450414,2000,6,False
5744,90,28000000,60780981,2001,7,False
5745,98,28000000,14010832,2001,9,False
5746,90,28000000,77516304,2001,12,False
5747,90,28000000,90259536,2003,6,False
5748,102,28000000,58795814,2003,7,False
5749,135,28000000,64445708,2004,7,False
5751,114,28000000,58834384,2014,9,False
5752,108,28000000,38159905,2006,7,False
5753,129,28000000,121616555,2005,2,False
5754,92,28000000,58388068,2007,8,False
5755,126,28000000,16800438,2006,3,False
5756,99,28000000,92649419,2008,5,False
5757,110,28000000,19152009,2008,5,False
5758,104,28000000,92601050,2007,9,False
5759,92,28000000,724785,2008,5,False
5760,107,28000000,8527658,2015,10,False
5761,105,28000000,134409025,2013,1,False
5762,94,28000000,66166000,2010,1,False
5763,127,28000000,21011110,2016,5,False
5764,108,28000000,16457494,2016,2,False
5766,90,28000000,71416730,2014,5,False
5767,130,28000000,133440870,2015,1,False
5768,83,28000000,40662632,2011,10,False
5769,103,28000000,60795985,2013,8,False
5770,81,28000000,100654149,2014,10,False
5771,115,28000000,97594140,2013,2,False
5772,128,28000000,9058564,2013,10,False
5773,117,28000000,53260230,2014,6,False
5774,137,28000000,2624761,2013,4,False
5775,80,28000000,3124,2014,2,False
5776,91,28000000,236820,2017,6,False
5777,100,28000000,78130625,2018,7,False
5778,96,28000000,27262374,2015,6,False
5779,104,28000000,130560428,2017,12,False
5780,157,29000000,5899797,1987,2,False
5781,104,29000000,34994648,1988,10,False
5782,118,29000000,22773535,1991,10,False
5783,105,29000000,59509925,1991,12,False
5784,126,29000000,5519569,1992,5,False
5785,107,29000000,11526099,1996,10,False
5786,89,29000000,22619589,1997,4,False
5787,103,29000000,89446268,1999,4,False
5788,128,29000000,59945183,2000,9,False
5789,115,29000000,26385941,2000,9,False
5790,142,29000000,70752904,2001,11,False
5791,96,29000000,36684136,2001,2,False
5792,99,29000000,20146150,2002,11,False
5793,102,29000000,98769390,2003,11,False
5794,123,29000000,115882795,2004,6,False
5795,103,29000000,21733230,2005,4,False
5797,131,29000000,42982973,2011,1,False
5798,99,29000000,78844582,2016,6,False
5800,111,29000000,49052787,2016,12,False
5801,111,29000000,25957482,2018,3,False
5802,118,29000000,48453605,2017,5,False
5803,111,29000000,103105878,2018,11,False
5804,129,29000001,168839459,1995,5,False
5805,115,29500000,23772559,2009,1,False
5806,95,29750000,4525794,1999,5,False
5807,96,29900000,68631669,2019,2,False
5808,116,30000000,46357676,1987,10,False
5809,93,30000000,49530280,1987,5,False
5810,126,30000000,81613606,1988,10,False
5811,125,30000000,134212055,1989,10,False
5812,127,30000000,3563162,1989,10,False
5813,116,30000000,60864870,1989,11,False
5815,77,30000000,27931461,1990,12,False
5816,99,30000000,191502426,1991,11,False
5817,136,30000000,49114016,1991,12,False
5818,91,30000000,15556340,1991,2,False
5819,132,30000000,74787599,1991,12,False
5820,110,30000000,96888996,1991,12,False
5821,102,30000000,14110589,1992,4,False
5822,110,30000000,17129026,1992,1,False
5823,129,30000000,7286388,1992,1,False
5824,100,30000000,4096030,1992,7,False
5825,99,30000000,13273595,1992,1,False
5826,144,30000000,63851527,1993,12,False
5827,96,30000000,11146270,1993,11,False
5828,100,30000000,8016708,1993,8,False
5829,138,30000000,135130999,1993,12,False
5830,102,30000000,24107867,1993,4,False
5831,105,30000000,53898845,1993,2,False
5832,92,30000000,7941977,1994,8,False
5833,112,30000000,3783003,1994,3,False
5834,133,30000000,160638883,1994,3,False
5835,83,30000000,51132598,1994,5,False
5836,101,30000000,3180674,1994,5,False
5840,88,30000000,10772144,1995,2,False
5841,106,30000000,76594107,1995,2,False
5843,106,30000000,24047675,1995,8,False
5844,98,30000000,2193982,1995,12,False
5845,110,30000000,4357406,1996,9,False
5846,100,30000000,31387164,1996,5,False
5847,110,30000000,29359216,1996,5,False
5848,93,30000000,8315693,1996,11,False
5849,129,30000000,102616183,1996,5,False
5850,95,30000000,57400547,1996,11,False
5851,108,30000000,29202884,1998,6,False
5852,93,30000000,11438337,1997,4,False
5853,117,30000000,43312294,1997,4,False
5854,90,30000000,6136856,1998,5,False
5855,130,30000000,23499102,1997,8,False
5856,114,30000000,81471882,1998,8,False
5857,105,30000000,25480490,1997,5,False
5858,95,30000000,51376861,1997,11,False
5859,87,30000000,21437192,1997,5,False
5860,87,30000000,19204929,1998,6,False
5861,121,30000000,16316273,1998,6,False
5862,89,30000000,12951088,1998,4,False
5863,108,30000000,4197729,1999,2,False
5864,100,30000000,12017369,1999,5,False
5865,127,30000000,26616840,1998,6,False
5866,100,30000000,6552255,1999,4,False
5867,100,30000000,9898412,1998,3,False
5868,114,30000000,18253415,1998,9,False
5869,124,30000000,82150642,1998,10,False
5870,118,30000000,632617,1999,10,False
5871,100,30000000,11578059,1999,6,False
5872,85,30000000,29245,2000,2,False
5873,113,30000000,47126295,2000,7,False
5874,97,30000000,53485989,1999,8,False
5875,86,30000000,12214338,1998,11,False
5876,95,30000000,8694320,2001,6,False
5877,96,30000000,163644662,1998,4,False
5878,123,30000000,33972062,2003,7,False
5879,97,30000000,47267829,2000,9,False
5880,99,30000000,173959438,2000,4,False
5881,84,30000000,133949270,1999,12,False
5882,113,30000000,136706683,2000,4,False
5883,78,30000000,103291131,2000,11,False
5884,108,30000000,18195610,2001,4,False
5885,77,30000000,96159800,2000,4,False
5886,106,30000000,23619609,2001,1,False
5887,118,30000000,1198113,2001,3,False
5889,108,30000000,180622424,2002,12,False
5890,125,30000000,105834556,2002,2,False
5891,101,30000000,27674124,2002,2,False
5892,87,30000000,19526014,2003,5,False
5893,110,30000000,6200970,2002,2,False
