,duration,budget,gross,year,month,roi_outlier_ind
6635,126,42000000,41083864,1996,2,False
6637,104,42000000,32168970,2000,12,False
6638,116,42000000,35402320,2001,11,False
6639,91,42000000,68467960,2001,3,False
6640,115,42000000,63781810,2002,5,False
6641,90,42000000,178311729,2004,3,False
6642,91,42000000,117592831,2004,2,False
6643,81,42000000,138805831,2009,10,False
6644,100,42000000,11103434,2010,12,False
6645,105,42000000,20550145,2009,12,False
6646,109,42000000,201585328,2012,6,False
6647,90,42000000,40466970,2018,12,False
6648,100,42000000,90260376,2011,4,False
6649,99,42000000,122810399,2019,11,False
6650,102,42000000,47636031,2012,2,False
6651,105,42000000,73100172,2012,10,False
6652,85,42000000,120885527,2014,5,False
6653,105,42000000,131457147,2018,10,False
6654,108,42000000,107645357,2014,1,False
6655,90,42000000,60845711,2017,9,False
6656,129,42000000,75984700,2018,11,False
6657,119,43000000,13351357,1992,5,False
6658,118,43000000,23278931,1992,5,False
6659,136,43000000,80049764,2000,3,False
6660,103,43000000,62198945,2000,6,False
6661,84,43000000,69319426,2002,11,False
6662,97,43000000,56995646,2005,2,False
6663,101,43000000,155457327,2005,10,False
6664,104,43000000,93983911,2005,9,False
6665,117,43000000,229930771,2013,10,False
6666,108,43000000,47309313,2016,5,False
6667,115,43000000,35164920,2018,10,False
6669,192,44000000,13681765,1995,3,False
6670,118,44000000,22754725,1996,4,False
6671,147,44000000,165615285,1996,10,False
6672,95,44000000,3003296,2000,1,False
6673,99,44000000,48190704,2010,1,False
6674,128,44000000,155160045,2016,10,False
6675,112,44000000,11782625,2014,12,False
6676,168,44000000,155762510,2015,2,False
6677,120,44500000,232325503,2012,11,False
6678,117,45000000,178051587,1992,10,False
6679,87,45000000,70611210,1992,2,False
6680,141,45000000,195268056,1993,3,False
6681,119,45000000,117615211,1994,8,False
6682,101,45000000,28735315,1994,2,False
6683,123,45000000,112006296,1994,2,False
6684,123,45000000,30806194,1994,10,False
6686,111,45000000,94216343,1994,2,False
6687,110,45000000,170362582,1994,10,False
6688,93,45000000,9771658,1994,8,False
6689,96,45000000,35656131,1995,6,False
6690,128,45000000,20350754,1995,10,False
6691,91,45000000,20351264,1996,11,False
6692,113,45000000,58620973,1996,10,False
6693,117,45000000,21075014,1996,11,False
6694,100,45000000,17323326,1996,6,False
6695,111,45000000,146027888,1996,2,False
6696,135,45000000,53854588,1996,10,False
6697,89,45000000,136885767,1997,11,False
6698,106,45000000,11203026,1998,5,False
6700,103,45000000,2312463,1997,8,False
6701,120,45000000,131183530,1998,1,False
6702,84,45000000,224834564,2000,12,False
6703,120,45000000,4956401,1999,11,False
6704,122,45000000,104876233,2001,11,False
6705,99,45000000,270813,2000,9,False
6706,83,45000000,10667893,1999,8,False
6707,102,45000000,90683916,1999,11,False
6708,107,45000000,33978694,2000,4,False
6709,100,45000000,113916474,2000,10,False
6710,109,45000000,212742720,2000,3,False
6711,91,45000000,15125687,2004,10,False
6712,83,45000000,141220678,2001,10,False
6713,98,45000000,94935764,2002,10,False
6715,94,45000000,129342769,2004,11,False
6716,95,45000000,124914842,2003,6,False
6717,103,45000000,50871113,2005,6,False
6718,83,45000000,178262620,2006,4,False
6719,103,45000000,65470529,2004,4,False
6720,123,45000000,52164016,2005,11,False
6721,119,45000000,30134958,2011,4,False
6722,113,45000000,35021497,2004,4,False
6723,95,45000000,56070433,2005,5,False
6724,115,45000000,101393569,2005,5,False
6725,134,45000000,38075318,2005,3,False
6726,181,45000000,8266778,2010,4,False
6727,112,45000000,43446924,2006,3,False
6728,109,45000000,92374674,2005,10,False
6729,94,45000000,147717833,2007,10,False
6730,88,45000000,72662923,2005,5,False
6731,133,45000000,29625761,2007,11,False
6732,99,45000000,30984583,2007,8,False
6733,105,45000000,76014335,2008,11,False
6734,129,45000000,186003591,2006,4,False
6735,114,45000000,78568977,2006,5,False
6736,99,45000000,31852619,2007,11,False
6737,139,45000000,31575877,2007,12,False
6738,86,45000000,57881056,2009,8,False
6739,99,45000000,42487390,2008,9,False
6740,97,45000000,175372502,2007,1,False
6741,104,45000000,19652185,2009,7,False
6742,160,45000000,9333654,2008,10,False
6743,128,45000000,60331447,2010,4,False
6744,120,45000000,165184237,2011,2,False
6745,92,45000000,21947209,2012,4,False
6747,107,45000000,48330757,2013,1,False
6748,131,45000000,82966152,2012,10,False
6749,109,45000000,30855391,2020,3,False
6750,101,45000000,160078586,2011,10,False
6751,114,45000000,198087212,2012,1,False
6752,105,45000000,114501299,2016,12,False
6753,157,45000000,1625784,2011,5,False
6754,87,45000000,32450241,2019,11,False
6755,112,45000000,86165646,2014,8,False
6756,131,45000000,43745542,2019,1,False
6757,112,45000000,173185859,2016,11,False
6758,149,45000000,9932621,2019,10,False
6759,133,45000000,52185751,2016,4,False
6760,93,45000000,185400345,2017,6,False
6761,79,45000000,4267406,2017,3,False
6762,152,45000000,72381712,2019,10,False
6763,96,45000000,17592626,2018,8,False
6765,135,46000000,10382407,1995,12,False
6766,116,46000000,100860818,1996,1,False
6767,99,46000000,107626125,2000,7,False
6768,102,46000000,138307673,2001,2,False
6769,118,46000000,113758770,2002,11,False
6770,115,46000000,101191884,2003,3,False
6771,86,46000000,57223890,2004,8,False
6772,161,46000000,23834809,2016,1,False
6773,153,46000000,122126687,2013,11,False
6774,126,46630000,8083123,1988,8,False
6775,125,47000000,15691192,1990,4,False
6776,105,47000000,162738726,1990,10,False
6777,154,47000000,7191399,1992,10,False
6778,94,47000000,48919043,1993,1,False
6779,96,47000000,102825796,1996,9,False
6780,108,47000000,12379402,1996,3,False
6781,84,47000000,85191134,2001,7,False
6782,99,47000000,30002758,2002,3,False
6783,75,47000000,38085778,2006,3,False
6784,141,47000000,3559160,2009,1,False
6785,81,47000000,10903312,2010,6,False
6786,116,47000000,203388186,2016,1,False
6787,118,48000000,76019048,2001,3,False
6789,106,48000000,15565363,1991,11,False
6791,96,48000000,20915465,1993,10,False
6792,99,48000000,16827402,1994,7,False
6793,122,48000000,22459274,1997,6,False
6794,123,48000000,77745568,1998,11,False
6795,113,48000000,124305181,1999,9,False
6796,147,48000000,207515725,2000,3,False
6797,132,48000000,35743308,2001,3,False
6798,93,48000000,90383208,2000,11,False
6799,112,48000000,85498534,2001,1,False
6800,112,48000000,197079546,2002,4,False
6801,115,48000000,249348933,2002,2,False
6802,84,48000000,220673217,2003,2,False
6803,101,48000000,112462508,2010,6,False
6804,91,48000000,163403799,2008,6,False
6806,118,48000000,73279888,2019,8,False
6807,118,48000000,120556201,2018,3,False
6810,87,49000000,71186502,2001,2,False
6811,87,49000000,74005691,2001,8,False
6812,120,49000000,102811889,2015,4,False
6813,120,49000000,8679492,2019,8,False
6814,102,49000000,119682635,2019,9,False
6815,102,49900000,28013733,2011,4,False
6816,106,50000000,41482207,1990,7,False
6817,114,50000000,159814498,1992,10,False
6818,112,50000000,46666502,1992,12,False
6819,104,50000000,119208989,1994,9,False
6820,101,50000000,38590458,1994,3,False
6821,102,50000000,16487349,1994,9,False
6822,132,50000000,30303072,1995,1,False
6823,100,50000000,287928194,1995,12,False
6824,109,50000000,152022101,1995,9,False
6825,91,50000000,11534477,1995,4,False
6826,95,50000000,9851610,1995,11,False
6827,127,50000000,189859560,1995,4,False
6828,108,50000000,150270147,1996,3,False
6829,107,50000000,60209334,1996,11,False
6830,113,50000000,22540359,1996,5,False
6831,101,50000000,25477365,1996,1,False
6832,139,50000000,273552592,1996,3,False
6833,121,50000000,50068310,1997,5,False
6834,94,50000000,139804348,1997,3,False
6835,100,50000000,13806137,1998,4,False
6836,125,50000000,48169156,1997,10,False
6837,129,50000000,109423648,1997,3,False
6838,114,50000000,10541523,1997,2,False
6839,139,50000000,314178011,1997,1,False
6840,124,50000000,110463140,1997,10,False
6841,125,50000000,159710793,1998,2,False
6842,92,50000000,13263993,1999,6,False
6843,140,50000000,44547681,1998,11,False
6844,145,50000000,13042112,1999,2,False
6845,97,50000000,31355910,2000,1,False
6846,95,50000000,58900031,1999,4,False
6847,119,50000000,144056873,2000,2,False
6848,114,50000000,14400327,2000,5,False
6849,146,50000000,73956241,1999,3,False
6850,118,50000000,50054511,2000,11,False
6851,127,50000000,184935030,2001,9,False
6852,101,50000000,79958599,2001,3,False
6853,124,50000000,119137784,2002,12,False
6854,116,50000000,177502387,2003,4,False
6855,113,50000000,100020092,2001,4,False
6856,98,50000000,42792561,2003,10,False
6857,115,50000000,56714147,2002,9,False
6858,95,50000000,39976235,2001,6,False
6859,109,50000000,8382938,2002,8,False
6860,96,50000000,171269535,2002,2,False
6861,114,50000000,88323487,2003,8,False
6862,110,50000000,31794718,2002,11,False
6863,105,50000000,55495563,2003,6,False
6864,97,50000000,40954603,2004,11,False
6865,88,50000000,6808550,2004,1,False
6866,119,50000000,49718611,2004,1,False
6867,80,50000000,203172417,2004,9,False
6868,106,50000000,170128460,2004,10,False
6869,119,50000000,34808403,2004,3,False
6870,128,50000000,93974620,2005,2,False
6871,121,50000000,82169884,2007,2,False
6872,99,50000000,8483797,2005,2,False
6873,109,50000000,104478416,2005,8,False
6874,110,50000000,163995949,2005,4,False
6875,104,50000000,111069515,2005,9,False
6876,110,50000000,46117696,2005,1,False
6877,87,50000000,69865924,2006,6,False
6878,125,50000000,100605135,2006,7,False
6879,121,50000000,49332692,2006,9,False
6880,98,50000000,87134280,2006,6,False
6881,122,50000000,72617068,2005,11,False
6882,101,50000000,144146816,2005,8,False
6883,106,50000000,111476513,2006,2,False
6884,116,50000000,153383627,2007,2,False
6885,105,50000000,82751189,2006,4,False
6886,127,50000000,22984628,2005,8,False
6887,93,50000000,71992655,2005,10,False
6888,97,50000000,130224158,2006,3,False
6889,88,50000000,55181129,2006,9,False
6890,121,50000000,183658498,2009,9,False
6891,99,50000000,87528173,2006,6,False
6892,113,50000000,9448082,2006,4,False
6893,74,50000000,3554984,2004,8,False
6894,115,50000000,7034698,2008,7,False
6895,92,50000000,113244290,2008,2,False
6896,118,50000000,60253843,2009,3,False
6897,137,50000000,12951093,2015,4,False
6898,95,50000000,40828540,2009,3,False
6899,105,50000000,15302850,2010,6,False
6900,139,50000000,25035950,2016,12,False
6901,135,50000000,36348784,2009,6,False
6902,109,50000000,127944208,2009,8,False
6903,89,50000000,91490353,2019,9,False
6904,133,50000000,110206216,2011,1,False
6905,115,50000000,137328301,2013,10,False
6906,129,50000000,106956330,2010,1,False
6907,119,50000000,173649931,2013,12,False
6909,109,50000000,66428,2015,2,False
6910,95,50000000,41037742,2012,9,False
6911,124,50000000,120081841,2011,6,False
6912,99,50000000,83761844,2010,8,False
6913,88,50000000,226349749,2013,5,False
6914,84,50000000,39984400,2011,8,False
6915,107,50000000,216972543,2016,7,False
6916,104,50000000,40909909,2011,4,False
6917,96,50000000,242786137,2015,1,False
6918,118,50000000,145051197,2011,9,False
6919,113,50000000,234989584,2012,5,False
6920,101,50000000,56722693,2016,2,False
6922,112,50000000,260095986,2011,9,False
6923,91,50000000,239258712,2013,11,False
6924,141,50000000,84419388,2014,10,False
6925,106,50000000,222809600,2014,5,False
6926,89,50000000,161502194,2014,8,False
6927,125,50000000,212902372,2014,4,False
6928,114,50000000,71561644,2015,4,False
6929,95,50000000,99783556,2014,5,False
6930,120,50000000,44665289,2019,4,False
6931,107,50000000,80383113,2014,3,False
6933,119,50000000,5082098,2013,7,False
6934,83,50000000,146965787,2014,8,False
6935,115,50000000,134866593,2017,9,False
6936,116,50000000,62788218,2016,6,False
6937,120,50000000,2049823,2017,6,False
6938,144,50000000,69411370,2016,3,False
6939,94,50000000,66308758,2018,11,False
6940,124,50000000,102205175,2016,6,False
6941,89,50000000,54622814,2018,2,False
6942,86,50000000,217776646,2017,9,False
6944,132,50000000,56996304,2017,1,False
6945,116,50000000,192938646,2017,2,False
6946,130,50000000,214215889,2018,1,False
6947,85,50000000,4562667,2018,4,False
6948,109,50000000,5989583,2020,4,False
6949,116,50000000,174804407,2018,2,False
6950,105,50100000,158762963,2015,3,False
6951,106,50200000,127869379,2011,6,False
6952,101,51000000,36911617,1999,5,False
6953,116,51000000,149270999,2000,9,False
6954,119,51000000,15471969,2000,9,False
6955,90,51000000,116755080,2006,2,False
6956,96,51000000,98203196,2018,12,False
6958,178,52000000,116112375,1995,3,False
6959,170,52000000,98127436,1998,2,False
6960,131,52000000,256271286,2000,4,False
6961,104,52000000,37713879,2003,8,False
6963,113,52000000,77663556,2005,3,False
6964,102,52000000,65664721,2006,3,False
6965,106,52000000,205668210,2006,9,False
6967,125,52000000,216485654,2010,3,False
6968,92,52000000,52844496,2010,4,False
6969,112,52000000,75450437,2011,12,False
6971,107,52000000,176345966,2019,12,False
6972,116,53000000,157387195,1995,9,False
6973,94,53000000,19745922,1997,5,False
6974,124,53000000,83282296,2001,9,False
6975,102,53000000,29715606,2001,11,False
6976,118,53000000,95763716,2005,4,False
6977,123,53000000,99775678,2015,10,False
6978,162,54000000,136766062,1990,3,False
6979,95,54000000,273961019,1996,11,False
6980,117,54000000,155010032,2002,8,False
6981,99,54000000,47053625,2000,3,False
6982,121,54000000,7266209,2003,11,False
6983,132,54000000,132511035,2005,3,False
6984,110,54000000,130628903,2006,11,False
6985,107,55000000,14375181,1987,12,False
6986,104,55000000,63408614,1989,12,False
6987,104,55000000,149022650,1992,12,False
6988,128,55000000,214015089,1994,1,False
6990,116,55000000,196567262,1994,1,False
6991,134,55000000,127600435,1995,9,False
6992,81,55000000,346079773,1995,11,False
6993,135,55000000,141047179,1996,12,False
6994,133,55000000,121969216,1996,4,False
6995,116,55000000,18626419,1996,10,False
6996,110,55000000,38619405,1996,12,False
6997,92,55000000,174463257,1997,4,False
6998,117,55000000,32000301,1997,4,False
6999,100,55000000,11538235,1997,1,False
7000,114,55000000,198685114,1998,9,False
7001,122,55000000,41616262,1998,1,False
7002,97,55000000,98625775,1999,11,False
7003,127,55000000,16649768,1999,4,False
7004,162,55000000,100230832,1999,4,False
7005,96,55000000,6632383,2002,3,False
7006,121,55000000,16797191,1999,1,False
7007,110,55000000,99274467,2000,8,False
7008,107,55000000,33426588,2000,10,False
7009,108,55000000,330444045,2000,2,False
7010,105,55000000,154906693,2002,4,False
7011,94,55000000,46061847,2003,4,False
7012,96,55000000,232722935,2003,10,False
7013,124,55000000,8461686,2007,6,False
7014,118,55000000,65784503,2003,4,False
7015,115,55000000,100572044,2004,2,False
7016,122,55000000,70016220,2007,10,False
7017,128,55000000,9451623,2006,12,False
7018,98,55000000,223387299,2005,11,False
7019,114,55000000,75782758,2007,10,False
7020,117,55000000,307127625,2006,1,False
7021,132,55000000,192330738,2014,10,False
7022,107,55000000,22985194,2009,7,False
7023,123,55000000,169748929,2008,1,False
7024,141,55000000,113398237,2008,11,False
7025,91,55000000,44004502,2008,2,False
7026,104,55000000,128792411,2008,4,False
7027,90,55000000,17929684,2008,12,False
7028,95,55000000,282374179,2014,12,False
7029,119,55000000,89519773,2010,2,False
7030,91,55000000,43053376,2010,6,False
7031,88,55000000,152263880,2010,5,False
7032,94,55000000,187361754,2011,8,False
7033,88,55000000,123054041,2012,4,False
7034,134,55000000,218791811,2013,10,False
7035,91,55000000,110387072,2013,11,False
7036,119,55000000,74679822,2015,10,False
7037,121,55000000,203427584,2015,9,False
7038,114,55000000,352789811,2017,11,False
7042,219,56000000,12923936,2003,2,False
7043,95,56000000,198636868,2005,4,False
7044,118,56000000,142044638,2011,12,False
7045,133,56600000,69424389,2004,2,False
7046,115,57000000,58055768,1993,1,False
7047,103,57000000,115267375,1996,9,False
7048,144,57000000,152944660,1997,12,False
7049,116,57000000,18133495,2000,4,False
7050,95,57000000,28283637,2004,7,False
7051,105,57000000,19334145,2001,11,False
7052,123,57000000,147845033,2001,4,False
7053,131,57000000,62112895,2001,11,False
7054,96,57000000,132563930,2011,3,False
7055,127,58000000,53672080,1995,3,False
7056,103,58000000,112587658,1998,6,False
7057,135,58000000,316791257,2001,2,False
7058,114,58000000,41319039,2008,4,False
7059,95,58000000,102854431,2005,4,False
7060,125,58000000,50365498,2012,1,False
7061,103,58000000,158260952,2015,1,False
7062,111,58000000,199006387,2010,5,False
7063,103,58000000,85280250,2009,2,False
7065,119,58000000,93492844,2013,8,False
7066,104,58000000,100541806,2017,3,False
7068,81,59000000,383257136,2002,4,False
7069,141,59000000,105697415,2018,10,False
7070,86,59000000,90497778,2018,4,False
7071,120,59000000,32140970,2019,4,False
7072,107,60000000,157920733,1990,10,False
7073,140,60000000,137783840,1992,5,False
7074,123,60000000,223664608,1994,12,False
7075,109,60000000,108431355,1994,12,False
7076,108,60000000,18272894,1994,10,False
7077,130,60000000,352194034,1995,1,False
7078,170,60000000,187436818,1995,2,False
7079,100,60000000,104324083,1995,11,False
7080,89,60000000,129832389,1996,12,False
7081,124,60000000,100688705,1996,8,False
7082,89,60000000,23384939,1998,10,False
7083,96,60000000,26673242,1997,1,False
7084,105,60000000,16228448,1997,9,False
7085,169,60000000,186883563,1998,10,False
7086,124,60000000,159330280,1997,1,False
7087,99,60000000,14594226,1998,10,False
7088,103,60000000,264118201,1998,9,False
7089,189,60000000,286801374,1999,3,False
7090,114,60000000,12069719,1998,4,False
7091,111,60000000,93107289,1998,4,False
7092,107,60000000,128038368,1998,10,False
7093,124,60000000,49805462,1998,4,False
7094,131,60000000,102367405,1998,4,False
7096,128,60000000,22365133,1999,4,False
7097,100,60000000,120801243,2003,10,False
7098,105,60000000,164648142,1999,11,False
7099,105,60000000,37170655,1998,4,False
7100,117,60000000,40400425,2000,11,False
7101,128,60000000,71732303,2000,11,False
7102,94,60000000,38464131,2001,7,False
7103,94,60000000,51880044,2000,5,False
7104,104,60000000,105178561,2001,10,False
7105,88,60000000,80773077,2003,12,False
7106,120,60000000,56359980,2001,3,False
7107,105,60000000,14145677,2000,12,False
7108,122,60000000,47383689,2000,4,False
7109,125,60000000,124745083,2000,1,False
7110,87,60000000,200687492,2001,10,False
7111,101,60000000,82150183,2002,11,False
7112,116,60000000,67336470,2002,5,False
7113,89,60000000,88929111,2003,6,False
7114,119,60000000,214034224,2002,11,False
7115,104,60000000,52323400,2002,4,False
7116,104,60000000,7093284,2002,6,False
7117,92,60000000,180630907,2002,4,False
7118,96,60000000,55003135,2002,3,False
7119,98,60000000,104391623,2002,4,False
7120,135,60000000,73498611,2003,4,False
7121,127,60000000,80154140,2003,1,False
7122,101,60000000,199043242,2002,2,False
7123,92,60000000,164433867,2003,10,False
7124,111,60000000,176070171,2003,7,False
7125,100,60000000,124596837,2009,6,False
7126,101,60000000,170268750,2004,8,False
7127,137,60000000,38364277,2003,4,False
7128,119,60000000,117248958,2003,2,False
7129,128,60000000,219100084,2004,9,False
7130,97,60000000,62657868,2004,4,False
7131,108,60000000,256697520,2004,10,False
7132,101,60000000,177427090,2004,11,False
7133,93,60000000,244232688,2008,1,False
7134,103,60000000,35060882,2004,3,False
7135,130,60000000,42580321,2005,10,False
7136,99,60000000,96593018,2004,1,False
7137,147,60000000,135039924,2006,9,False
7138,116,60000000,128453183,2007,11,False
7139,105,60000000,58072119,2005,3,False
7140,93,60000000,86957280,2008,4,False
7141,108,60000000,78810595,2006,6,False
7142,112,60000000,47664559,2010,11,False
7143,94,60000000,130154568,2005,7,False
7144,140,60000000,17858059,2006,6,False
7145,82,60000000,143325970,2006,8,False
7146,127,60000000,13097915,2007,2,False
7147,103,60000000,159814490,2007,3,False
7148,106,60000000,62803180,2008,2,False
7149,90,60000000,51339567,2008,8,False
7150,96,60000000,108255770,2014,10,False
7151,130,60000000,218340595,2012,1,False
7152,117,60000000,38332994,2009,7,False
7153,111,60000000,255743093,2008,4,False
7154,87,60000000,78309505,2011,6,False
7155,103,60000000,39164441,2008,12,False
7156,133,60000000,204594016,2010,9,False
7157,92,60000000,365352546,2007,1,False
7158,101,60000000,79498846,2008,9,False
7159,97,60000000,62357900,2009,11,False
7160,134,60000000,122426792,2009,2,False
7161,125,60000000,78176181,2009,4,False
7162,105,60000000,135503748,2014,1,False
7163,96,60000000,300228084,2010,9,False
7164,113,60000000,105200903,2013,2,False
7165,109,60000000,22187813,2012,2,False
7166,111,60000000,149878437,2011,2,False
7168,130,60000000,95396573,2013,8,False
7169,124,60000000,60052138,2013,2,False
7170,106,60000000,136515867,2011,9,False
7171,92,60000000,107139399,2012,10,False
7172,95,60000000,113231078,2017,8,False
7173,118,60000000,30800231,2014,2,False
7174,108,60000000,4903665,2012,4,False
7175,90,60000000,197183546,2017,4,False
7176,124,60000000,101134059,2015,1,False
7177,90,60000000,23157646,2016,12,False
7178,107,60000000,47275695,2015,2,False
7179,96,60000000,240797623,2016,12,False
7180,99,60000000,205754447,2016,3,False
7181,118,60000000,162146076,2016,10,False
7182,101,60000000,76249438,2016,11,False
7183,119,60000000,76419755,2019,2,False
7184,132,60000000,76073488,2018,1,False
7186,109,60795000,73534117,2007,4,False
7187,93,61000000,145710347,2007,7,False
7188,124,61000000,95696996,2007,4,False
7189,109,61000000,131940411,2013,10,False
7191,149,61000000,369330363,2014,12,False
7192,131,61000000,312296056,2015,10,False
7193,141,62000000,215887717,1994,12,False
7194,114,62000000,107879496,1995,1,False
7195,137,62000000,1071255,1997,9,False
7196,116,62000000,127666415,2000,10,False
7197,125,62000000,18720175,2001,2,False
7198,116,62000000,65565672,2003,9,False
7199,93,62000000,53321673,2005,2,False
7200,87,62000000,40877556,2008,8,False
7201,121,62000000,190400157,2018,9,False
7202,143,62000000,288175335,2018,2,False
7203,102,63000000,189015611,1988,12,False
7205,191,63000000,25052000,1994,10,False
7207,139,63000000,101218804,1999,10,False
7208,105,63000000,10890222,2000,11,False
7209,94,63000000,296938801,2002,11,False
7210,95,63000000,183953723,2011,4,False
7211,109,63300000,247585244,2017,1,False
7212,102,63600000,19412993,2000,6,False
7213,133,64000000,74608570,1999,11,False
7214,98,64000000,104003322,2006,8,False
7215,107,64000000,16923671,2019,8,False
7216,113,65000000,261317921,1990,12,False
7217,100,65000000,17218080,1991,5,False
7218,104,65000000,262821940,1995,2,False
7219,121,65000000,89456761,1996,12,False
7220,143,65000000,52090187,1998,10,False
7221,159,65000000,162242684,1999,10,False
7222,94,65000000,36850101,1999,6,False
7223,119,65000000,250821495,1998,12,False
7224,100,65000000,40002112,1998,5,False
7225,107,65000000,40443010,2000,5,False
7226,103,65000000,90726668,2000,12,False
7227,93,65000000,117758500,1999,6,False
7228,132,65000000,117487473,2001,11,False
7229,130,65000000,128884132,2000,9,False
7230,104,65000000,110317580,2000,4,False
7231,135,65000000,62761005,2000,3,False
7232,91,65000000,120141,2011,2,False
7233,117,65000000,141337989,2003,12,False
7234,104,65000000,172855065,2002,11,False
7235,113,65000000,131977904,2004,3,False
7236,120,65000000,220926695,2004,10,False
7237,94,65000000,39886986,2009,12,False
7238,135,65000000,93621340,2009,2,False
7239,101,65000000,65079104,2005,4,False
7241,150,65000000,275293450,2012,1,False
7242,157,65000000,84785914,2007,5,False
7243,93,65000000,69474661,2007,1,False
7244,102,65000000,39407616,2014,10,False
7245,129,65000000,163247198,2006,10,False
7246,131,65000000,43545364,2006,12,False
7247,98,65000000,128107642,2008,10,False
7248,145,65000000,418765321,2008,5,False
7249,98,65000000,106387141,2009,5,False
7250,95,65000000,211780824,2010,1,False
7251,93,65000000,50950296,2012,11,False
7252,92,65000000,76801179,2014,1,False
7253,103,65000000,156491279,2012,4,False
7254,83,65000000,179379533,2012,6,False
7255,137,65000000,161459297,2014,1,False
7256,118,65000000,136853506,2014,4,False
7257,95,65000000,240159255,2012,9,False
7258,110,65000000,34227298,2015,4,False
7259,102,65000000,143695338,2016,8,False
7260,120,65000000,235666219,2015,7,False
7261,127,65000000,122606884,2015,6,False
7262,107,65000000,257750479,2017,1,False
7263,120,65000000,532377,2018,10,False
7264,109,65000000,48825526,2017,12,False
7265,97,65000000,147792047,2019,9,False
7266,110,65897768,15238689,1994,10,False
7267,121,66000000,189176423,1998,10,False
7268,113,66000000,212404396,1999,9,False
7269,122,66000000,99378985,2004,10,False
7270,146,66000000,177584879,2011,2,False
7271,132,66000000,203277636,2014,3,False
7272,101,67000000,47267001,1996,11,False
7273,191,67000000,25422088,2007,9,False
7274,94,67000000,10387310,2020,9,False
7275,110,68000000,35431113,1995,5,False
7276,116,68000000,118063304,1997,5,False
7277,121,68000000,33461011,1999,6,False
7278,124,68000000,193921372,2002,8,False
7279,131,68000000,96976270,2001,4,False
7280,124,68000000,114252154,2001,10,False
7281,136,68000000,203388341,2001,2,False
7282,120,68000000,65001485,2001,1,False
7283,136,68000000,81240406,2003,4,False
7284,102,68000000,68267862,2012,11,False
7286,135,68000000,55003890,2017,1,False
7287,115,68000000,215863606,2015,6,False
7288,134,68000000,211822697,2014,6,False
7289,119,68005000,193678298,2016,2,False
7290,114,69000000,86855739,2010,11,False
7292,116,69000000,177856751,2017,6,False
7293,105,69000000,116471580,2012,7,False
7294,140,69000000,151572634,2018,3,False
7295,100,69000000,180613180,2017,11,False
7296,104,70000000,329803958,1988,12,False
7297,171,70000000,90000098,1989,12,False
7298,124,70000000,240247433,1990,7,False
7299,142,70000000,300854823,1991,3,False
7300,113,70000000,255000211,1993,10,False
7301,125,70000000,131002597,1994,9,False
7302,106,70000000,101371017,1996,3,False
7303,136,70000000,131457682,1997,12,False
7304,97,70000000,19870567,1998,8,False
7305,99,70000000,218613188,1998,12,False
7307,102,70000000,164839294,1998,10,False
7308,86,70000000,23180087,1999,12,False
7309,116,70000000,116672912,1998,2,False
7310,105,70000000,177841558,1999,2,False
7311,77,70000000,9974410,1999,8,False
7312,116,70000000,309460292,1999,12,False
7313,102,70000000,11788676,1999,5,False
7314,95,70000000,14026418,2001,8,False
7315,127,70000000,374111707,2000,2,False
7316,87,70000000,176104344,2001,8,False
7317,98,70000000,25852764,2002,3,False
7318,125,70000000,32287044,2002,5,False
7319,116,70000000,66200782,2002,9,False
7320,143,70000000,154648887,2004,12,False
7321,124,70000000,277448382,2002,10,False
7322,97,70000000,51386477,2002,2,False
7323,91,70000000,20154899,2002,9,False
7324,125,70000000,123218424,2003,2,False
7325,146,70000000,130834852,2004,9,False
7326,106,70000000,57947036,2004,11,False
7327,153,70000000,321455689,2009,10,False
7328,90,70000000,72109200,2008,10,False
7329,118,70000000,371594210,2005,3,False
7330,97,70000000,88933562,2005,12,False
7331,139,70000000,94973540,2006,1,False
7332,164,70000000,130982129,2005,1,False
7333,114,70000000,38629478,2006,3,False
7334,110,70000000,87019158,2007,11,False
7335,96,70000000,77621983,2007,4,False
7336,130,70000000,155430335,2006,1,False
7337,110,70000000,72785169,2006,9,False
7338,122,70000000,69787394,2007,9,False
7339,127,70000000,137515140,2007,10,False
7340,128,70000000,115900897,2008,11,False
7341,91,70000000,105647102,2009,11,False
7342,112,70000000,111231041,2008,4,False
7343,92,70000000,217124280,2014,10,False
7344,92,70000000,76025134,2009,3,False
7345,88,70000000,21755418,2013,6,False
7346,133,70000000,134748021,2010,10,False
7347,99,70000000,61279452,2014,1,False
7348,104,70000000,223241637,2008,1,False
7349,113,70000000,171844840,2009,11,False
7350,127,70000000,39457342,2009,4,False
7351,116,70000000,211819354,2011,4,False
7352,116,70000000,57719093,2012,6,False
7353,116,70000000,57084522,2011,6,False
7354,86,70000000,348840316,2012,6,False
7355,88,70000000,160112671,2012,1,False
7356,111,70000000,69721966,2011,5,False
7357,118,70000000,156706638,2014,2,False
7358,119,70000000,170270201,2013,4,False
7359,133,70000000,19652057,2015,3,False
7360,101,70000000,123081555,2017,10,False
7361,87,70000000,183388953,2016,10,False
7362,110,70000000,297718711,2018,7,False
7364,85,71500000,294456605,1998,8,False
7365,178,72000000,213216216,1995,12,False
7366,152,72000000,37317558,2001,5,False
7367,131,72000000,27642707,2001,7,False
7368,106,72000000,408247917,2002,10,False
7369,125,72000000,97076152,2005,2,False
7370,108,72500000,163362095,2006,11,False
